timestamp,supi,state_desc,duration_minutes
2025-01-21 06:16:37,imsi-208930000000003,active,75.0
2025-01-21 06:51:37,imsi-208930000000001,inactive,30.0
2025-01-21 07:21:37,imsi-208930000000001,active,125.0
2025-01-21 07:31:37,imsi-208930000000003,inactive,25.0
2025-01-21 07:31:37,imsi-208930000000002,inactive,30.0
2025-01-21 07:56:37,imsi-208930000000003,active,80.0
2025-01-21 08:01:37,imsi-208930000000002,active,75.0
2025-01-21 09:16:37,imsi-208930000000002,inactive,25.0
2025-01-21 09:16:37,imsi-208930000000003,inactive,30.0
2025-01-21 09:26:37,imsi-208930000000001,inactive,25.0
2025-01-21 09:41:37,imsi-208930000000002,active,115.0
2025-01-21 09:46:37,imsi-208930000000003,active,115.0
2025-01-21 09:51:37,imsi-208930000000001,active,115.0
2025-01-21 11:36:37,imsi-208930000000002,inactive,35.0
2025-01-21 11:41:37,imsi-208930000000003,inactive,30.0
2025-01-21 11:46:37,imsi-208930000000001,inactive,25.0
2025-01-21 12:11:37,imsi-208930000000001,active,125.0
2025-01-21 12:11:37,imsi-208930000000002,active,105.0
2025-01-21 12:11:37,imsi-208930000000003,active,100.0
2025-01-21 13:51:37,imsi-208930000000003,inactive,30.0
2025-01-21 13:56:37,imsi-208930000000002,inactive,30.0
2025-01-21 14:16:37,imsi-208930000000001,inactive,25.0
2025-01-21 14:21:37,imsi-208930000000003,active,75.0
2025-01-21 14:26:37,imsi-208930000000002,active,125.0
2025-01-21 14:41:37,imsi-208930000000001,active,90.0
2025-01-21 15:36:37,imsi-208930000000003,inactive,30.0
2025-01-21 16:06:37,imsi-208930000000003,active,75.0
2025-01-21 16:11:37,imsi-208930000000001,inactive,30.0
2025-01-21 16:31:37,imsi-208930000000002,inactive,25.0
2025-01-21 16:41:37,imsi-208930000000001,active,60.0
2025-01-21 16:56:37,imsi-208930000000002,active,90.0
2025-01-21 17:21:37,imsi-208930000000003,inactive,25.0
2025-01-21 17:41:37,imsi-208930000000001,inactive,30.0
2025-01-21 17:46:37,imsi-208930000000003,active,130.0
2025-01-21 18:11:37,imsi-208930000000001,active,110.0
2025-01-21 18:26:37,imsi-208930000000002,inactive,25.0
2025-01-21 18:51:37,imsi-208930000000002,active,115.0
2025-01-21 19:56:37,imsi-208930000000003,inactive,25.0
2025-01-21 20:01:37,imsi-208930000000001,inactive,30.0
2025-01-21 20:21:37,imsi-208930000000003,active,105.0
2025-01-21 20:31:37,imsi-208930000000001,active,95.0
2025-01-21 20:46:37,imsi-208930000000002,inactive,30.0
2025-01-21 21:16:37,imsi-208930000000002,active,100.0
2025-01-21 22:06:37,imsi-208930000000003,inactive,25.0
2025-01-21 22:06:37,imsi-208930000000001,inactive,30.0
2025-01-21 22:31:37,imsi-208930000000003,active,70.0
2025-01-21 22:36:37,imsi-208930000000001,active,60.0
2025-01-21 22:56:37,imsi-208930000000002,inactive,30.0
2025-01-21 23:26:37,imsi-208930000000002,active,130.0
2025-01-21 23:36:37,imsi-208930000000001,inactive,30.0
2025-01-21 23:41:37,imsi-208930000000003,inactive,35.0
2025-01-22 00:06:37,imsi-208930000000001,active,105.0
2025-01-22 00:16:37,imsi-208930000000003,active,85.0
2025-01-22 01:36:37,imsi-208930000000002,inactive,35.0
2025-01-22 01:41:37,imsi-208930000000003,inactive,30.0
2025-01-22 01:51:37,imsi-208930000000001,inactive,25.0
2025-01-22 02:11:37,imsi-208930000000002,active,130.0
2025-01-22 02:11:37,imsi-208930000000003,active,85.0
2025-01-22 02:16:37,imsi-208930000000001,active,80.0
2025-01-22 03:36:37,imsi-208930000000001,inactive,25.0
2025-01-22 03:36:37,imsi-208930000000003,inactive,30.0
2025-01-22 04:01:37,imsi-208930000000001,active,65.0
2025-01-22 04:06:37,imsi-208930000000003,active,85.0
2025-01-22 04:21:37,imsi-208930000000002,inactive,30.0
2025-01-22 04:51:37,imsi-208930000000002,active,110.0
2025-01-22 05:06:37,imsi-208930000000001,inactive,30.0
2025-01-22 05:31:37,imsi-208930000000003,inactive,35.0
2025-01-22 05:36:37,imsi-208930000000001,active,70.0
2025-01-22 06:06:37,imsi-208930000000003,active,285.0
2025-01-22 06:41:37,imsi-208930000000002,inactive,30.0
2025-01-22 06:46:37,imsi-208930000000001,inactive,30.0
2025-01-22 07:11:37,imsi-208930000000002,active,75.0
2025-01-22 07:16:37,imsi-208930000000001,active,125.0
2025-01-22 08:26:37,imsi-208930000000002,inactive,30.0
2025-01-22 08:56:37,imsi-208930000000002,active,95.0
2025-01-22 09:21:37,imsi-208930000000001,inactive,25.0
2025-01-22 09:46:37,imsi-208930000000001,active,70.0
2025-01-22 10:31:37,imsi-208930000000002,inactive,30.0
2025-01-22 10:51:37,imsi-208930000000003,inactive,30.0
2025-01-22 10:56:37,imsi-208930000000001,inactive,25.0
2025-01-22 11:01:37,imsi-208930000000002,active,85.0
2025-01-22 11:21:37,imsi-208930000000001,active,75.0
2025-01-22 11:21:37,imsi-208930000000003,active,110.0
2025-01-22 12:26:37,imsi-208930000000002,inactive,25.0
2025-01-22 12:36:37,imsi-208930000000001,inactive,30.0
2025-01-22 12:51:37,imsi-208930000000002,active,95.0
2025-01-22 13:06:37,imsi-208930000000001,active,120.0
2025-01-22 13:11:37,imsi-208930000000003,inactive,30.0
2025-01-22 13:41:37,imsi-208930000000003,active,60.0
2025-01-22 14:26:37,imsi-208930000000002,inactive,30.0
2025-01-22 14:41:37,imsi-208930000000003,inactive,25.0
2025-01-22 14:56:37,imsi-208930000000002,active,95.0
2025-01-22 15:06:37,imsi-208930000000003,active,120.0
2025-01-22 15:06:37,imsi-208930000000001,inactive,30.0
2025-01-22 15:36:37,imsi-208930000000001,active,115.0
2025-01-22 16:31:37,imsi-208930000000002,inactive,30.0
2025-01-22 17:01:37,imsi-208930000000002,active,90.0
2025-01-22 17:06:37,imsi-208930000000003,inactive,25.0
2025-01-22 17:31:37,imsi-208930000000003,active,85.0
2025-01-22 17:31:37,imsi-208930000000001,inactive,30.0
2025-01-22 18:01:37,imsi-208930000000001,active,135.0
2025-01-22 18:31:37,imsi-208930000000002,inactive,30.0
2025-01-22 18:56:37,imsi-208930000000003,inactive,30.0
2025-01-22 19:01:37,imsi-208930000000002,active,90.0
2025-01-22 19:26:37,imsi-208930000000003,active,90.0
2025-01-22 20:16:37,imsi-208930000000001,inactive,30.0
2025-01-22 20:31:37,imsi-208930000000002,inactive,30.0
2025-01-22 20:46:37,imsi-208930000000001,active,60.0
2025-01-22 20:56:37,imsi-208930000000003,inactive,30.0
2025-01-22 21:01:37,imsi-208930000000002,active,110.0
2025-01-22 21:26:37,imsi-208930000000003,active,130.0
2025-01-22 21:46:37,imsi-208930000000001,inactive,30.0
2025-01-22 22:16:37,imsi-208930000000001,active,90.0
2025-01-22 22:51:37,imsi-208930000000002,inactive,25.0
2025-01-22 23:16:37,imsi-208930000000002,active,75.0
2025-01-22 23:36:37,imsi-208930000000003,inactive,30.0
2025-01-22 23:46:37,imsi-208930000000001,inactive,35.0
2025-01-23 00:06:37,imsi-208930000000003,active,110.0
2025-01-23 00:21:37,imsi-208930000000001,active,220.0
2025-01-23 00:31:37,imsi-208930000000002,inactive,25.0
2025-01-23 00:56:37,imsi-208930000000002,active,90.0
2025-01-23 01:56:37,imsi-208930000000003,inactive,30.0
2025-01-23 02:26:37,imsi-208930000000003,active,90.0
2025-01-23 02:26:37,imsi-208930000000002,inactive,25.0
2025-01-23 02:51:37,imsi-208930000000002,active,105.0
2025-01-23 03:56:37,imsi-208930000000003,inactive,30.0
2025-01-23 04:01:37,imsi-208930000000001,inactive,30.0
2025-01-23 04:26:37,imsi-208930000000003,active,75.0
2025-01-23 04:31:37,imsi-208930000000001,active,80.0
2025-01-23 04:36:37,imsi-208930000000002,inactive,30.0
2025-01-23 05:06:37,imsi-208930000000002,active,75.0
2025-01-23 05:41:37,imsi-208930000000003,inactive,25.0
2025-01-23 05:51:37,imsi-208930000000001,inactive,30.0
2025-01-23 06:06:37,imsi-208930000000003,active,85.0
2025-01-23 06:21:37,imsi-208930000000002,inactive,25.0
2025-01-23 06:21:37,imsi-208930000000001,active,105.0
2025-01-23 06:46:37,imsi-208930000000002,active,130.0
2025-01-23 07:31:37,imsi-208930000000003,inactive,30.0
2025-01-23 08:01:37,imsi-208930000000003,active,120.0
2025-01-23 08:06:37,imsi-208930000000001,inactive,30.0
2025-01-23 08:36:37,imsi-208930000000001,active,95.0
2025-01-23 08:56:37,imsi-208930000000002,inactive,35.0
2025-01-23 09:31:37,imsi-208930000000002,active,80.0
2025-01-23 10:01:37,imsi-208930000000003,inactive,30.0
2025-01-23 10:11:37,imsi-208930000000001,inactive,35.0
2025-01-23 10:31:37,imsi-208930000000003,active,110.0
2025-01-23 10:46:37,imsi-208930000000001,active,90.0
2025-01-23 10:51:37,imsi-208930000000002,inactive,30.0
2025-01-23 11:21:37,imsi-208930000000002,active,90.0
2025-01-23 12:16:37,imsi-208930000000001,inactive,35.0
2025-01-23 12:21:37,imsi-208930000000003,inactive,30.0
2025-01-23 12:51:37,imsi-208930000000001,active,130.0
2025-01-23 12:51:37,imsi-208930000000002,inactive,30.0
2025-01-23 12:51:37,imsi-208930000000003,active,60.0
2025-01-23 13:21:37,imsi-208930000000002,active,130.0
2025-01-23 13:51:37,imsi-208930000000003,inactive,30.0
2025-01-23 14:21:37,imsi-208930000000003,active,70.0
2025-01-23 15:01:37,imsi-208930000000001,inactive,30.0
2025-01-23 15:31:37,imsi-208930000000003,inactive,30.0
2025-01-23 15:31:37,imsi-208930000000002,inactive,30.0
2025-01-23 15:31:37,imsi-208930000000001,active,130.0
2025-01-23 16:01:37,imsi-208930000000002,active,100.0
2025-01-23 16:01:37,imsi-208930000000003,active,95.0
2025-01-23 17:36:37,imsi-208930000000003,inactive,25.0
2025-01-23 17:41:37,imsi-208930000000002,inactive,30.0
2025-01-23 17:41:37,imsi-208930000000001,inactive,35.0
2025-01-23 18:01:37,imsi-208930000000003,active,120.0
2025-01-23 18:11:37,imsi-208930000000002,active,80.0
2025-01-23 18:16:37,imsi-208930000000001,active,95.0
2025-01-23 19:31:37,imsi-208930000000002,inactive,25.0
2025-01-23 19:51:37,imsi-208930000000001,inactive,25.0
2025-01-23 19:56:37,imsi-208930000000002,active,75.0
2025-01-23 20:01:37,imsi-208930000000003,inactive,25.0
2025-01-23 20:16:37,imsi-208930000000001,active,125.0
2025-01-23 20:26:37,imsi-208930000000003,active,100.0
2025-01-23 21:11:37,imsi-208930000000002,inactive,25.0
2025-01-23 21:36:37,imsi-208930000000002,active,60.0
2025-01-23 22:06:37,imsi-208930000000003,inactive,35.0
2025-01-23 22:21:37,imsi-208930000000001,inactive,30.0
2025-01-23 22:36:37,imsi-208930000000002,inactive,25.0
2025-01-23 22:41:37,imsi-208930000000003,active,95.0
2025-01-23 22:51:37,imsi-208930000000001,active,130.0
2025-01-23 23:01:37,imsi-208930000000002,active,110.0
2025-01-24 00:16:37,imsi-208930000000003,inactive,25.0
2025-01-24 00:41:37,imsi-208930000000003,active,105.0
2025-01-24 00:51:37,imsi-208930000000002,inactive,25.0
2025-01-24 01:01:37,imsi-208930000000001,inactive,35.0
2025-01-24 01:16:37,imsi-208930000000002,active,130.0
2025-01-24 01:36:37,imsi-208930000000001,active,110.0
2025-01-24 02:26:37,imsi-208930000000003,inactive,30.0
2025-01-24 02:56:37,imsi-208930000000003,active,70.0
2025-01-24 03:26:37,imsi-208930000000001,inactive,30.0
2025-01-24 03:26:37,imsi-208930000000002,inactive,30.0
2025-01-24 03:56:37,imsi-208930000000002,active,70.0
2025-01-24 03:56:37,imsi-208930000000001,active,70.0
2025-01-24 04:06:37,imsi-208930000000003,inactive,30.0
2025-01-24 04:36:37,imsi-208930000000003,active,90.0
2025-01-24 05:06:37,imsi-208930000000001,inactive,30.0
2025-01-24 05:06:37,imsi-208930000000002,inactive,25.0
2025-01-24 05:31:37,imsi-208930000000002,active,110.0
2025-01-24 05:36:37,imsi-208930000000001,active,85.0
2025-01-24 06:06:37,imsi-208930000000003,inactive,30.0
2025-01-24 06:36:37,imsi-208930000000003,active,65.0
