timestamp,supi,state_desc,duration_minutes
2025-01-24 07:01:37,imsi-208930000000001,inactive,30.0
2025-01-24 07:21:37,imsi-208930000000002,inactive,30.0
2025-01-24 07:31:37,imsi-208930000000001,active,105.0
2025-01-24 07:41:37,imsi-208930000000003,inactive,35.0
2025-01-24 07:51:37,imsi-208930000000002,active,70.0
2025-01-24 08:16:37,imsi-208930000000003,active,85.0
2025-01-24 09:01:37,imsi-208930000000002,inactive,25.0
2025-01-24 09:16:37,imsi-208930000000001,inactive,30.0
2025-01-24 09:26:37,imsi-208930000000002,active,70.0
2025-01-24 09:41:37,imsi-208930000000003,inactive,30.0
2025-01-24 09:46:37,imsi-208930000000001,active,115.0
2025-01-24 10:11:37,imsi-208930000000003,active,85.0
2025-01-24 10:36:37,imsi-208930000000002,inactive,25.0
2025-01-24 11:01:37,imsi-208930000000002,active,
2025-01-24 11:36:37,imsi-208930000000003,inactive,
2025-01-24 11:41:37,imsi-208930000000001,inactive,
