time,NrCellId,supi,tac
2025-03-18 16:45:33.106402060,000000060,208930000000001,000001
2025-03-18 16:46:03.624316231,000000050,208930000000002,000002
2025-03-18 16:46:14.621031575,000000040,208930000000003,000003
2025-03-18 16:46:25.127026491,000000050,208930000000004,000002
2025-03-18 17:01:12.240427745,000000060,208930000000003,000001
2025-03-18 17:01:30.293072479,000000060,208930000000004,000001
2025-03-18 17:03:06.315668985,000000060,208930000000002,000001
2025-03-18 17:04:43.855444141,000000030,208930000000002,000004
2025-03-18 17:09:02.430551921,000000040,208930000000003,000003
2025-03-18 17:15:39.523595816,000000030,208930000000001,000004
2025-03-18 17:20:17.131598361,000000040,208930000000001,000003
2025-03-18 17:20:50.212895753,000000050,208930000000003,000002
2025-03-18 17:23:04.700183996,000000060,208930000000001,000001
2025-03-18 17:27:58.417350725,000000050,208930000000004,000002
2025-03-18 17:33:57.460958577,000000030,208930000000001,000004
2025-03-18 17:36:03.080960146,000000060,208930000000003,000001
2025-03-18 17:37:18.647539885,000000040,208930000000004,000003
2025-03-18 17:43:38.797506122,000000030,208930000000004,000004
2025-03-18 17:44:53.288893472,000000040,208930000000003,000003
2025-03-18 17:47:01.379613131,000000060,208930000000004,000001
2025-03-18 17:47:56.395695199,000000050,208930000000004,000002
2025-03-18 18:05:03.207656314,000000060,208930000000001,000001
2025-03-18 18:06:06.832746920,000000060,208930000000004,000001
2025-03-18 18:07:36.335708040,000000060,208930000000003,000001
2025-03-18 18:17:39.075669341,000000030,208930000000003,000004
2025-03-18 18:19:04.644458062,000000030,208930000000004,000004
2025-03-18 18:26:49.828867720,000000060,208930000000004,000001
2025-03-18 18:34:01.399739486,000000030,208930000000001,000004
2025-03-18 18:36:52.571664139,000000030,208930000000004,000004
2025-03-18 18:38:57.632132077,000000060,208930000000004,000001
2025-03-18 18:46:10.300101122,000000050,208930000000004,000002
2025-03-18 19:02:05.676758719,000000060,208930000000004,000001
2025-03-18 19:04:17.127762948,000000060,208930000000001,000001
2025-03-18 19:11:53.411670224,000000030,208930000000004,000004
2025-03-18 19:33:05.885278399,000000060,208930000000003,000001
2025-03-18 19:40:38.568310355,000000050,208930000000003,000002
2025-03-18 19:45:28.111496620,000000030,208930000000001,000004
2025-03-18 20:16:59.458336723,000000060,208930000000003,000001
2025-03-18 20:17:21.953266675,000000030,208930000000003,000004
2025-03-18 21:17:53.542853225,000000060,208930000000001,000001
2025-03-18 21:18:05.161969637,000000050,208930000000002,000002
2025-03-18 21:18:15.670409633,000000040,208930000000003,000003
2025-03-18 21:18:23.841145250,000000050,208930000000004,000002
2025-03-18 21:18:45.597212839,000000050,208930000000003,000002
2025-03-18 21:20:12.651541007,000000060,208930000000002,000001
2025-03-18 21:20:41.320745310,000000040,208930000000004,000003
2025-03-18 21:21:37.671399239,000000030,208930000000002,000004
2025-03-18 21:26:21.483188266,000000050,208930000000004,000002
2025-03-18 21:29:41.237202088,000000030,208930000000001,000004
2025-03-18 21:31:41.296051501,000000060,208930000000001,000001
2025-03-18 21:32:01.604008222,000000040,208930000000004,000003
2025-03-18 21:32:10.445536701,000000060,208930000000002,000001
2025-03-18 21:33:30.460091122,000000050,208930000000002,000002
2025-03-18 21:33:54.148874454,000000030,208930000000004,000004
2025-03-18 21:34:09.149646045,000000060,208930000000004,000001
2025-03-18 21:35:21.680443308,000000050,208930000000004,000002
2025-03-18 22:05:46.232354936,000000060,208930000000002,000001
2025-03-18 22:06:51.269478071,000000030,208930000000002,000004
2025-03-18 22:08:39.980304308,000000060,208930000000004,000001
2025-03-18 22:11:54.384783660,000000060,208930000000003,000001
2025-03-18 22:12:09.384074671,000000030,208930000000003,000004
2025-03-18 22:15:29.836084284,000000030,208930000000001,000004
2025-03-18 22:16:57.384289378,000000060,208930000000001,000001
2025-03-18 22:19:56.581502292,000000060,208930000000002,000001
2025-03-18 22:23:52.168368782,000000060,208930000000003,000001
2025-03-18 22:28:59.291923740,000000030,208930000000002,000004
2025-03-18 22:29:09.789538380,000000030,208930000000003,000004
2025-03-18 22:30:12.995837873,000000050,208930000000004,000002
2025-03-18 22:31:49.368352681,000000060,208930000000002,000001
2025-03-18 22:37:50.005962527,000000060,208930000000003,000001
2025-03-18 22:45:15.175541964,000000040,208930000000003,000003
2025-03-18 22:46:34.726374025,000000050,208930000000002,000002
2025-03-18 23:05:35.181389687,000000060,208930000000002,000001
2025-03-18 23:06:37.695799673,000000030,208930000000002,000004
2025-03-18 23:10:30.778216121,000000060,208930000000003,000001
2025-03-18 23:10:48.973379159,000000060,208930000000004,000001
2025-03-18 23:19:06.381055249,000000030,208930000000001,000004
